"identifier" "study_id" "species" "duration" "dose" "dose_interval" "target_organ" "description" "adverse" "reversible" "extra_info"
"846" "Compound n" "Study 172" "cynomolgus" 12 "100" "bi weekly" "injection site" "infiltrate, dermal infiltrate" "no" "r" "NA"
"847" "Compound n" "Study 173" "mouse" 13 "20" "week" "skin" "cutaneous hypertrophy" "no" "r" "NA"
"848" "Compound n" "Study 173" "mouse" 13 "60" "week" "skin" "cutaneous hypertrophy" "no" "r" "NA"
"849" "Compound n" "Study 173" "mouse" 13 "200" "week" "skin" "cutaneous hypertrophy" "no" "r" "NA"
"850" "Compound n" "Study 173" "mouse" 13 "20" "week" "muscle,skeletal" "hypertrophy" "no" "r" "NA"
"851" "Compound n" "Study 173" "mouse" 13 "60" "week" "muscle,skeletal" "hypertrophy" "no" "r" "NA"
"852" "Compound n" "Study 173" "mouse" 13 "200" "week" "muscle,skeletal" "hypertrophy" "no" "r" "NA"
"853" "Compound n" "Study 173" "mouse" 13 "20" "week" "heart" "hypertrophy" "no" "r" "NA"
"854" "Compound n" "Study 173" "mouse" 13 "60" "week" "heart" "hypertrophy" "no" "r" "NA"
"855" "Compound n" "Study 173" "mouse" 13 "200" "week" "heart" "hypertrophy" "no" "r" "NA"
"856" "Compound o" "Study 174" "cynomolgus" 26 "60" "bi weekly / every four weeks" "bone marrow" "marked-hypocellularity" "no" "r" "NA"
"857" "Compound o" "Study 174" "cynomolgus" 26 "30" "bi weekly / every four weeks" "bone marrow" "marked-hypocellularity" "no" "r" "NA"
"858" "Compound o" "Study 175" "cynomolgus" 8 "100/60" "week" "bone marrow" "moderate-hypocellularity,decreased hematopoiesis, moderate-granulocytes" "no" "NA" "NA"
"859" "Compound p" "Study 177" "rat" 26 "1" "week" "brain" "congestion" "yes" "r" "NA"
"860" "Compound p" "Study 177" "rat" 26 "3" "week" "brain" "congestion" "yes" "r" "NA"
"861" "Compound p" "Study 177" "rat" 26 "1" "week" "heart" "congestion" "yes" "r" "NA"
"862" "Compound p" "Study 177" "rat" 26 "3" "week" "heart" "congestion" "yes" "r" "NA"
"863" "Compound p" "Study 177" "rat" 26 "1" "week" "kidney" "congestion" "yes" "r" "NA"
"864" "Compound p" "Study 177" "rat" 26 "3" "week" "kidney" "congestion" "yes" "r" "NA"
"865" "Compound p" "Study 177" "rat" 26 "1" "week" "liver" "congestion" "yes" "r" "NA"
"866" "Compound p" "Study 177" "rat" 26 "3" "week" "liver" "congestion" "yes" "r" "NA"
"867" "Compound p" "Study 177" "rat" 26 "1" "week" "stomach" "congestion,  erosion/ulceration" "yes" "r" "NA"
"868" "Compound p" "Study 177" "rat" 26 "3" "week" "stomach" "congestion,  erosion/ulceration" "yes" "r" "NA"
"869" "Compound p" "Study 177" "rat" 26 "1" "week" "spleen" "congestion" "yes" "r" "NA"
"870" "Compound p" "Study 177" "rat" 26 "3" "week" "spleen" "congestion" "yes" "r" "NA"
"871" "Compound p" "Study 177" "rat" 26 "1" "week" "thymus gland" "congestion" "yes" "r" "NA"
"872" "Compound p" "Study 177" "rat" 26 "3" "week" "thymus gland" "congestion" "yes" "r" "NA"
"873" "Compound p" "Study 178" "rat" 4 "1" "week" "spleen" "increased hematopoiesis" "no" "NA" "NA"
"874" "Compound p" "Study 178" "rat" 4 "3" "week" "spleen" "increased hematopoiesis" "yes" "NA" "NA"
"875" "Compound p" "Study 178" "rat" 4 "10" "week" "spleen" "increased hematopoiesis" "yes" "NA" "NA"
"876" "Compound p" "Study 178" "rat" 4 "30" "week" "spleen" "increased hematopoiesis" "yes" "NA" "NA"
"877" "Compound p" "Study 178" "rat" 4 "1" "week" "bone marrow" "increased hematopoiesis" "no" "NA" "NA"
"878" "Compound p" "Study 178" "rat" 4 "3" "week" "bone marrow" "increased hematopoiesis" "yes" "NA" "NA"
"879" "Compound p" "Study 178" "rat" 4 "10" "week" "bone marrow" "increased hematopoiesis" "yes" "NA" "NA"
"880" "Compound p" "Study 178" "rat" 4 "30" "week" "bone marrow" "increased hematopoiesis" "yes" "NA" "NA"
"881" "Compound p" "Study 178" "rat" 4 "1" "week" "liver" "congestion" "no" "NA" "NA"
"882" "Compound p" "Study 178" "rat" 4 "3" "week" "liver" "extramedullary hematopoiesis, congestion" "yes" "NA" "NA"
"883" "Compound p" "Study 178" "rat" 4 "10" "week" "liver" "extramedullary hematopoiesis, congestion" "yes" "NA" "NA"
"884" "Compound p" "Study 178" "rat" 4 "30" "week" "liver" "extramedullary hematopoiesis, congestion" "yes" "NA" "NA"
"885" "Compound p" "Study 178" "rat" 4 "1" "week" "adrenal gland" "congestion" "no" "NA" "secondary"
"886" "Compound p" "Study 178" "rat" 4 "3" "week" "adrenal gland" "congestion" "no" "NA" "secondary"
"887" "Compound p" "Study 178" "rat" 4 "10" "week" "adrenal gland" "congestion" "no" "NA" "secondary"
"888" "Compound p" "Study 178" "rat" 4 "30" "week" "adrenal gland" "congestion" "no" "NA" "secondary"
"889" "Compound p" "Study 178" "rat" 4 "1" "week" "kidney" "congestion" "no" "NA" "secondary"
"890" "Compound p" "Study 178" "rat" 4 "3" "week" "kidney" "congestion" "no" "NA" "secondary"
"891" "Compound p" "Study 178" "rat" 4 "10" "week" "kidney" "congestion" "no" "NA" "secondary"
"892" "Compound p" "Study 178" "rat" 4 "30" "week" "kidney" "congestion" "no" "NA" "secondary"
"893" "Compound p" "Study 178" "rat" 4 "10" "week" "stomach" "erosion/ulceration,necrosis" "no" "NA" "NA"
"894" "Compound p" "Study 178" "rat" 4 "30" "week" "stomach" "erosion/ulceration, necrosis" "no" "NA" "NA"
"895" "Compound p" "Study 178" "rat" 4 "1" "week" "injection site" "serocellular crust" "no" "NA" "NA"
"896" "Compound p" "Study 178" "rat" 4 "30" "week" "injection site" "serocellular crust" "no" "NA" "NA"
"897" "Compound p" "Study 178" "rat" 13 "1" "week" "spleen" "extramedullary hematopoiesis, congestion" "yes" "nr" "NA"
"898" "Compound p" "Study 178" "rat" 13 "3" "week" "spleen" "extramedullary hematopoiesis, congestion" "yes" "nr" "NA"
"899" "Compound p" "Study 178" "rat" 13 "10" "week" "spleen" "extramedullary hematopoiesis, congestion" "yes" "nr" "NA"
"900" "Compound p" "Study 178" "rat" 13 "1" "week" "liver" "congestion" "no" "nr" "secondary"
"901" "Compound p" "Study 178" "rat" 13 "3" "week" "liver" "congestion" "no" "nr" "secondary"
"902" "Compound p" "Study 178" "rat" 13 "10" "week" "liver" "congestion" "no" "nr" "secondary"
"903" "Compound p" "Study 178" "rat" 13 "1" "week" "kidney" "congestion" "no" "nr" "secondary"
"904" "Compound p" "Study 178" "rat" 13 "3" "week" "kidney" "congestion" "no" "nr" "secondary"
"905" "Compound p" "Study 178" "rat" 13 "10" "week" "kidney" "congestion" "no" "nr" "secondary"
"906" "Compound p" "Study 178" "rat" 13 "1" "week" "lung" "congestion" "no" "nr" "secondary"
"907" "Compound p" "Study 178" "rat" 13 "3" "week" "lung" "congestion" "no" "nr" "secondary"
"908" "Compound p" "Study 178" "rat" 13 "10" "week" "lung" "congestion" "no" "nr" "secondary"
"909" "Compound p" "Study 178" "rat" 13 "1" "week" "stomach" "congestion, mucosa erosion/ulceration, mucosa hemorrhage" "no" "nr" "secondary"
"910" "Compound p" "Study 178" "rat" 13 "3" "week" "stomach" "congestion, mucosa erosion/ulceration, mucosa hemorrhage" "no" "nr" "secondary"
"911" "Compound p" "Study 178" "rat" 13 "10" "week" "stomach" "congestion, mucosa erosion/ulceration, mucosa hemorrhage" "no" "nr" "secondary"
"912" "Compound p" "Study 178" "rat" 13 "1" "week" "adrenal gland" "congestion" "no" "nr" "secondary"
"913" "Compound p" "Study 178" "rat" 13 "3" "week" "adrenal gland" "congestion" "no" "nr" "secondary"
"914" "Compound p" "Study 178" "rat" 13 "10" "week" "adrenal gland" "congestion" "no" "nr" "secondary"
"915" "Compound p" "Study 178" "rat" 13 "10" "week" "bone marrow" "increased hematopoiesis" "yes" "NA" "NA"
"916" "Compound p" "Study 178" "rat" 13 "3" "week" "bone marrow" "increased hematopoiesis" "yes" "NA" "NA"
"917" "Compound q" "Study 179" "dog" 39 "1.25-1.75-1.25" "week" "bone marrow" "adipose tissue atrophy" "no" "nr" "NA"
"918" "Compound q" "Study 179" "dog" 39 "0.34999999999999998" "week" "bone marrow" "adipose tissue atrophy" "no" "r" "NA"
"919" "Compound q" "Study 179" "dog" 39 "0.10000000000000001" "week" "bone marrow" "adipose tissue atrophy" "no" "r" "NA"
"920" "Compound q" "Study 179" "dog" 39 "1.25-1.75-1.25" "week" "liver" "bile duct hyperplasia, portal inflammation" "yes" "nr" "NA"
"921" "Compound q" "Study 179" "dog" 39 "0.34999999999999998" "week" "liver" "bile duct hyperplasia, portal inflammation" "yes" "NA" "NA"
"922" "Compound q" "Study 179" "dog" 39 "1.25-1.75-1.25" "week" "spleen" "increased hematopoiesis" "no" "nr" "NA"
"923" "Compound q" "Study 179" "dog" 39 "0.34999999999999998" "week" "spleen" "increased hematopoiesis" "no" "NA" "NA"
"924" "Compound q" "Study 179" "dog" 39 "1.25-1.75-1.25" "week" "adrenal gland" "cortical atrophy" "no" "nr" "NA"
"925" "Compound q" "Study 179" "dog" 39 "0.34999999999999998" "week" "thyroid gland" "follicular hypertrophy" "yes" "r" "NA"
"926" "Compound q" "Study 179" "dog" 39 "1.25-1.75-1.25" "week" "thyroid gland" "follicular hypertrophy" "yes" "r" "NA"
"927" "Compound q" "Study 179" "dog" 39 "1.25-1.75-1.25" "week" "thymus gland" "delayed involution" "no" "r" "NA"
"928" "Compound q" "Study 179" "dog" 39 "0.10000000000000001" "week" "injection site" "minimal-inflammation" "no" "r" "NA"
"929" "Compound q" "Study 179" "dog" 39 "0.34999999999999998" "week" "injection site" "minimal-inflammation" "no" "r" "NA"
"930" "Compound q" "Study 179" "dog" 39 "1.25-1.75-1.25" "week" "injection site" "minimal-inflammation" "no" "r" "NA"
"931" "Compound q" "Study 180" "rat" 26 "6" "every four days" "injection site" "fibrosis, minimal-acanthosis" "no" "nr" "NA"
"932" "Compound q" "Study 180" "rat" 26 "1.5" "every four days" "injection site" "fibrosis" "no" "nr" "NA"
"933" "Compound q" "Study 180" "rat" 26 "0.29999999999999999" "every four days" "injection site" "fibrosis" "no" "r" "NA"
"934" "Compound q" "Study 180" "rat" 26 "6" "every four days" "adrenal gland" "cortical hypertrophy, cortical vacuolation" "yes" "tr" "NA"
"935" "Compound q" "Study 180" "rat" 26 "1.5" "every four days" "adrenal gland" "cortical hypertrophy, cortical vacuolation" "yes" "tr" "NA"
"936" "Compound q" "Study 180" "rat" 26 "6" "every four days" "thyroid gland" "follicular distension" "yes" "r" "NA"
"937" "Compound q" "Study 180" "rat" 26 "1.5" "every four days" "thyroid gland" "follicular distension" "yes" "r" "NA"
"938" "Compound q" "Study 180" "rat" 26 "6" "every four days" "mammary gland" "hyperplasia" "yes" "tr" "NA"
"939" "Compound q" "Study 180" "rat" 26 "1.5" "every four days" "mammary gland" "hyperplasia" "yes" "tr" "NA"
"940" "Compound q" "Study 180" "rat" 26 "6" "every four days" "spleen" "foamy/granular macrophages" "no" "tr" "NA"
"941" "Compound q" "Study 180" "rat" 26 "6" "every four days" "submandibular lymph node" "foamy/granular macrophages" "no" "tr" "NA"
"942" "Compound q" "Study 180" "rat" 26 "1.5" "every four days" "uterus" "vacuolation" "yes" "r" "NA"
"943" "Compound q" "Study 180" "rat" 26 "6" "every four days" "uterus" "vacuolation" "yes" "r" "NA"
"944" "Compound q" "Study 181" "rat" 13 "6" "every four days" "adrenal gland" "cortical  hypertrophy" "no" "tr" "NA"
"945" "Compound q" "Study 181" "rat" 13 "1.5" "every four days" "adrenal gland" "cortical  hypertrophy" "no" "tr" "NA"
"946" "Compound q" "Study 181" "rat" 13 "6" "every four days" "thyroid gland" "follicular dilatation" "no" "nr" "NA"
"947" "Compound q" "Study 181" "rat" 13 "0.29999999999999999" "every four days" "skin" "subcutaneous inflammation" "no" "r" "NA"
"948" "Compound q" "Study 181" "rat" 13 "1.5" "every four days" "skin" "subcutaneous inflammation" "no" "tr" "NA"
"949" "Compound q" "Study 181" "rat" 13 "6" "every four days" "skin" "subcutaneous inflammation" "no" "tr" "NA"
"950" "Compound q" "Study 182" "dog" 13 "1" "week" "thymus gland" "involution, atrophy" "no" "tr" "NA"
"951" "Compound q" "Study 182" "dog" 13 "0.10000000000000001" "week" "thymus gland" "involution, atrophy" "no" "tr" "NA"
"952" "Compound q" "Study 182" "dog" 13 "0.29999999999999999" "week" "thymus gland" "involution, atrophy" "no" "tr" "NA"
"953" "Compound q" "Study 182" "dog" 13 "1" "week" "injection site" "mild-inflammation" "no" "r" "NA"
"954" "Compound q" "Study 182" "dog" 13 "0.10000000000000001" "week" "injection site" "mild-inflammation" "no" "r" "NA"
"955" "Compound q" "Study 182" "dog" 13 "0.29999999999999999" "week" "injection site" "mild-inflammation" "no" "r" "NA"
"956" "Compound q" "Study 183" "rat" 4 "0.59999999999999998" "every four days" "injection site" "foamy/granular macrophages" "no" "nr" "NA"
"957" "Compound q" "Study 183" "rat" 4 "2" "every four days" "injection site" "foamy/granular macrophages" "no" "nr" "NA"
"958" "Compound q" "Study 183" "rat" 4 "6" "every four days" "injection site" "foamy/granular macrophages" "yes" "nr" "NA"
"959" "Compound q" "Study 183" "rat" 4 "6" "every four days" "adrenal gland" "cortical hypertrophy" "yes" "r" "NA"
"960" "Compound q" "Study 184" "dog" 4 "1" "week" "liver" "moderate-Kupffer cell pigmentation, foamy/granular macrophages" "yes" "NA" "NA"
"961" "Compound q" "Study 184" "dog" 4 "1" "week" "injection site" "foamy/granular macrophages" "yes" "NA" "NA"
"962" "Compound q" "Study 184" "dog" 4 "0.29999999999999999" "week" "injection site" "foamy/granular macrophages" "yes" "NA" "NA"
"963" "Compound r" "Study 185" "cynomolgus" 26 "1.5" "every four weeks" "eye" "mild-infiltrate" "yes" "tr" "immunogenicity"
"964" "Compound r" "Study 185" "cynomolgus" 26 "1.5/3" "every four weeks" "eye" "mild-infiltrate" "yes" "tr" "immunogenicity"
"965" "Compound r" "Study 186" "cynomolgus" 13 "3" "every four weeks" "eye" "mild-infiltrate" "yes" "r" "immunogenicity"
"966" "Compound r" "Study 186" "cynomolgus" 13 "6" "every four weeks" "eye" "mild-infiltrate, mild-retinal degeneration" "yes" "r" "immunogenicity"
"967" "Compound r" "Study 186" "cynomolgus" 13 "1.5" "every four weeks" "eye" "minimal-infiltrate" "no" "r" "immunogenicity"
"968" "Compound r" "Study 186" "cynomolgus" 13 "6" "every four weeks" "thymus gland" "moderate-atrophy, moderate-involution" "no" "NA" "stress"
"969" "Compound r" "Study 186" "cynomolgus" 13 "6" "every four weeks" "adrenal gland" "minimal-cortical atrophy" "no" "NA" "stress"
"970" "Compound r" "Study 186" "cynomolgus" 13 "6" "every four weeks" "heart" "minimal-inflammation, infiltrate" "no" "ap_r" "immunogenicity"
