"study_id" "identifier" "therapeutic_area" "type" "route_of_administration" "species" "duration" "dose" "pre_treatment" "dose_interval" "dose_lethality" "noael" "noael_sex" "adverse_findings" "body_weight" "body_weight_gain" "death_diagnosis" "neurological_clinical_signs" "git_clinical_signs" "other_clinical_signs" "lab_measurements" "macroscopic" "macroscopic_target" "pathology" "organ_weight" "organ_weight_target" "cardiovascular_effects"
"104" "Study 26" "Compound 5" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 4 "250" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"105" "Study 27" "Compound 6" "Neuroscience" "sm" "oral gavage" "dog" 39 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"106" "Study 27" "Compound 6" "Neuroscience" "sm" "oral gavage" "dog" 39 "6" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"107" "Study 27" "Compound 6" "Neuroscience" "sm" "oral gavage" "dog" 39 "20" "NA" "day" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "no" "no" "no" "no" "ayes" "yes-increase-na, ayes-decrease-na" "liver,prostate gland" "no"
"108" "Study 27" "Compound 6" "Neuroscience" "sm" "oral gavage" "dog" 39 "60" "NA" "day" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "no" "yes-na" "no" "no" "ayes" "yes-increase-na, yes-increase-na, yes-increase-na, yes-increase-na, ayes-decrease-na" "liver,thyroid gland,parathyroid gland,pituitary gland,prostate gland" "no"
"109" "Study 28" "Compound 6" "Neuroscience" "sm" "oral gavage" "rat" 26 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"110" "Study 28" "Compound 6" "Neuroscience" "sm" "oral gavage" "rat" 26 "10" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"111" "Study 28" "Compound 6" "Neuroscience" "sm" "oral gavage" "rat" 26 "30" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes-increase-r" "liver" "no"
"112" "Study 28" "Compound 6" "Neuroscience" "sm" "oral gavage" "rat" 26 "100" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "yes-increase-r" "liver" "no"
"113" "Study 28" "Compound 6" "Neuroscience" "sm" "oral gavage" "rat" 26 "300" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "yes-increase-r, yes-increase-nr" "liver, thyroid gland" "no"
"114" "Study 29" "Compound 6" "Neuroscience" "sm" "oral gavage" "dog" 13 "0" "NA" "day" "NA" "NA" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"115" "Study 29" "Compound 6" "Neuroscience" "sm" "oral gavage" "dog" 13 "6" "NA" "day" "NA" "NA" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"116" "Study 29" "Compound 6" "Neuroscience" "sm" "oral gavage" "dog" 13 "20" "NA" "day" "NA" "NA" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "yes-increase-na" "liver" "no"
"117" "Study 29" "Compound 6" "Neuroscience" "sm" "oral gavage" "dog" 13 "60" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-na" "no" "no" "yes" "yes-increase-na" "liver" "no"
"118" "Study 30" "Compound 6" "Neuroscience" "sm" "oral gavage" "rat" 13 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"119" "Study 30" "Compound 6" "Neuroscience" "sm" "oral gavage" "rat" 13 "10" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes-increase-na" "liver" "no"
"120" "Study 30" "Compound 6" "Neuroscience" "sm" "oral gavage" "rat" 13 "30" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes-increase-na" "liver" "no"
"121" "Study 30" "Compound 6" "Neuroscience" "sm" "oral gavage" "rat" 13 "100" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "yes-increase-na" "liver" "no"
"122" "Study 30" "Compound 6" "Neuroscience" "sm" "oral gavage" "rat" 13 "300" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-na" "no" "no" "yes" "yes-increase-na" "liver" "no"
"123" "Study 31" "Compound 6" "Neuroscience" "sm" "oral gavage" "dog" 4 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"124" "Study 31" "Compound 6" "Neuroscience" "sm" "oral gavage" "dog" 4 "6" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"125" "Study 31" "Compound 6" "Neuroscience" "sm" "oral gavage" "dog" 4 "20" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"126" "Study 31" "Compound 6" "Neuroscience" "sm" "oral gavage" "dog" 4 "60" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "yes-r" "no" "no" "yes" "yes-increase-r, yes-increase-r, yes-increase-r" "liver, thyroid gland, parathyroid gland" "no"
"127" "Study 32" "Compound 6" "Neuroscience" "sm" "oral gavage" "rat" 4 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"128" "Study 32" "Compound 6" "Neuroscience" "sm" "oral gavage" "rat" 4 "10" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"129" "Study 32" "Compound 6" "Neuroscience" "sm" "oral gavage" "rat" 4 "30" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "yes-increase-r" "liver" "no"
"130" "Study 32" "Compound 6" "Neuroscience" "sm" "oral gavage" "rat" 4 "100" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "yes-increase-r" "liver" "no"
"131" "Study 32" "Compound 6" "Neuroscience" "sm" "oral gavage" "rat" 4 "300" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "yes-increase-r, yes-increase-r" "liver,kidney" "no"
"132" "Study 33" "Compound 7" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 26 "0" "NA" "day" "NA" "NA" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"133" "Study 33" "Compound 7" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 26 "15" "NA" "day" "NA" "NA" "NA" "NA" "yes-increase-r" "yes-increase-r" "no" "no" "no" "no" "yes-r" "no" "no" "NA" "no" "no" "no"
"134" "Study 33" "Compound 7" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 26 "50" "NA" "day" "NA" "NA" "NA" "NA" "yes-increase-r" "yes-increase-r" "no" "no" "no" "no" "yes-r" "no" "no" "NA" "no" "no" "no"
"135" "Study 33" "Compound 7" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 26 "150" "NA" "day" "NA" "NA" "NA" "yes" "yes-decrease-r" "yes-decrease-r" "no" "no" "no" "no" "yes-r" "no" "no" "ayes" "no" "no" "no"
"136" "Study 34" "Compound 7" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 4 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"137" "Study 34" "Compound 7" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 4 "15" "NA" "day" "NA" "no" "NA" "no" "yes-slight-increase-r" "yes-slight-increase-r" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"138" "Study 34" "Compound 7" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 4 "50" "NA" "day" "NA" "no" "NA" "no" "yes-slight-increase-r" "yes-slight-increase-r" "no" "no" "no" "no" "no" "no" "no" "no" "yes-slight-increase-r, yes-slight-increase-r, yes-slight-increase-r, yes-slight-increase-r" "adrenal gland,spleen,thymus gland,liver" "no"
"139" "Study 34" "Compound 7" "Infectious Diseases and Virology" "sm" "oral gavage" "rat" 4 "150" "NA" "day" "NA" "yes" "both" "no" "yes-slight-increase-r" "yes-slight-increase-r" "no" "no" "no" "no" "no" "no" "no" "no" "yes-slight-increase-r, yes-slight-increase-r, yes-slight-increase-r, yes-slight-increase-r" "adrenal gland,spleen,thymus gland,liver" "no"
"140" "Study 35" "Compound 7" "Infectious Diseases and Virology" "sm" "oral gavage" "cynomolgus" 4 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"141" "Study 35" "Compound 7" "Infectious Diseases and Virology" "sm" "oral gavage" "cynomolgus" 4 "3" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"142" "Study 35" "Compound 7" "Infectious Diseases and Virology" "sm" "oral gavage" "cynomolgus" 4 "10" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"143" "Study 35" "Compound 7" "Infectious Diseases and Virology" "sm" "oral gavage" "cynomolgus" 4 "30" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"144" "Study 36" "Compound 8" "Neuroscience" "sm" "oral gavage" "marmoset" 39 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"145" "Study 36" "Compound 8" "Neuroscience" "sm" "oral gavage" "marmoset" 39 "5" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"146" "Study 36" "Compound 8" "Neuroscience" "sm" "oral gavage" "marmoset" 39 "20" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "yes-salivation-na" "no" "no" "no" "no" "no" "no" "no" "no"
"147" "Study 36" "Compound 8" "Neuroscience" "sm" "oral gavage" "marmoset" 39 "60" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "yes-vomitus-na,yes-salivation-na" "no" "no" "no" "no" "no" "no" "no" "no"
"148" "Study 36" "Compound 8" "Neuroscience" "sm" "oral gavage" "marmoset" 26 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"149" "Study 36" "Compound 8" "Neuroscience" "sm" "oral gavage" "marmoset" 26 "5" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"150" "Study 36" "Compound 8" "Neuroscience" "sm" "oral gavage" "marmoset" 26 "20" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "yes-salivation-na" "no" "no" "no" "no" "no" "no" "no" "no"
"151" "Study 36" "Compound 8" "Neuroscience" "sm" "oral gavage" "marmoset" 26 "60" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "yes-vomitus-na,yes-salivation-na" "no" "no" "no" "no" "no" "no" "no" "no"
"152" "Study 37" "Compound 8" "Neuroscience" "sm" "oral" "marmoset" 13 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"153" "Study 37" "Compound 8" "Neuroscience" "sm" "oral" "marmoset" 13 "5" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"154" "Study 37" "Compound 8" "Neuroscience" "sm" "oral" "marmoset" 13 "20" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "yes-vomitus-na" "no" "no" "no" "no" "yes" "no" "no" "no"
"155" "Study 37" "Compound 8" "Neuroscience" "sm" "oral" "marmoset" 13 "60" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "no" "no" "no"
"156" "Study 38" "Compound 8" "Neuroscience" "sm" "oral" "dog" 4 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"157" "Study 38" "Compound 8" "Neuroscience" "sm" "oral" "dog" 4 "2" "NA" "day" "NA" "yes" "both" "no" "yes-decrease-na" "yes-decrease-na" "no" "no" "no" "no" "yes-na" "no" "no" "no" "no" "no" "no"
"158" "Study 38" "Compound 8" "Neuroscience" "sm" "oral" "dog" 4 "8" "NA" "day" "NA" "no" "NA" "yes" "ayes-marked-decrease-na" "ayes-decrease-na" "no" "no" "no" "no" "ayes-na (liver impairment)" "no" "no" "yes" "no" "no" "no"
"159" "Study 38" "Compound 8" "Neuroscience" "sm" "oral" "dog" 4 "8-10-12-14-16-12" "NA" "day" "16 (marked clinical signs)" "no" "NA" "yes" "ayes-marked-decrease-na" "ayes-decrease-na" "no" "no" "yes-marked-vomitus-na" "no" "ayes-na (liver impairment)" "no" "no" "yes" "no" "no" "no"
"160" "Study 39" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral" "dog" 39 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"161" "Study 39" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral" "dog" 39 "12.5" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "yes-hypoactivity-r, yes-hyperactivity-r, yes-tremor-r, yes-abnormal posture-r,  yes-abnormal  behavior-r" "yes-vomitus-r,yes-salivation-r" "yes-irregular respiration-r" "no" "no" "no" "no" "no" "no" "no"
"162" "Study 39" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral" "dog" 39 "25" "NA" "day" "NA" "no" "NA" "no" "yes-decrease-r" "no" "no" "yes-hypoactivity-r, yes-hyperactivity-r, yes-tremor-r, yes-abnormal posture-r,  yes-abnormal  behavior-r" "yes-vomitus-r,yes-salivation-r" "yes-irregular respiration-r" "no" "no" "no" "no" "no" "no" "no"
"163" "Study 39" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral" "dog" 39 "50" "NA" "day" "NA" "yes" "both" "no" "yes-decrease-r" "no" "no" "yes-hypoactivity-r, yes-hyperactivity-r, yes-tremor-r, yes-abnormal posture-r, yes-abnormal  behavior-r" "yes-vomitus-r,yes-salivation-r" "yes-irregular respiration-r" "no" "no" "no" "no" "no" "no" "yes-minimal-increased heart rate-r, yes-decreased qt intervals-r"
"164" "Study 40" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral gavage" "rat" 16 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"165" "Study 40" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral gavage" "rat" 16 "30" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-na" "no" "no" "yes" "no" "no" "no"
"166" "Study 40" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral gavage" "rat" 16 "100" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "yes-excessive salivation-na, yes-bedding in mouth-na" "no" "yes-na" "no" "no" "yes" "no" "no" "no"
"167" "Study 40" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral gavage" "rat" 16 "300" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "yes-excessive salivation-na, yes-bedding in mouth-na" "no" "yes-na" "no" "no" "yes" "yes-increase-na, yes-increase-na" "liver, kidney" "no"
"168" "Study 40" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral gavage" "rat" 26 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"169" "Study 40" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral gavage" "rat" 26 "30" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "yes-na" "no" "no" "no" "no" "no" "no"
"170" "Study 40" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral gavage" "rat" 26 "100" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "yes-excessive salivation-r, yes-bedding in mouth-r" "no" "yes-na" "yes-increase-r" "liver" "yes" "no" "no" "no"
"171" "Study 40" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral gavage" "rat" 26 "300" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "yes-excessive salivation-r, yes-bedding in mouth-r" "no" "yes-na" "yes-increase-r" "liver" "yes" "yes-increase-r, yes-increase-r, yes-slight-increase-r" "liver,kidney,adrenal gland" "no"
"172" "Study 41" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral gavage" "mouse" 16 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"173" "Study 41" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral gavage" "mouse" 16 "250" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "yes-abnormal posture-na" "yes-hardened abdomen-na,yes-swollen abdomen-na" "yes-abnormal haircoat-na, yes-morbidity-na, yes-irregular respiration-na" "no" "no" "no" "no" "no" "no" "no"
"174" "Study 41" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral gavage" "mouse" 16 "500" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "yes-abnormal posture-na" "yes-hardened abdomen-na,yes-swollen abdomen-na" "yes-abnormal haircoat-na, yes-morbidity-na, yes-irregular respiration-na" "no" "no" "no" "yes" "yes-increase-na" "liver" "no"
"175" "Study 41" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral gavage" "mouse" 16 "1000" "NA" "day" "1000" "no" "NA" "yes" "yes-decrease-na" "no" "yes" "yes-abnormal posture-nr, yes-tremor-ap_r, yes-abnormal gait-ap_r" "yes-hardened abdomen-nr,yes-swollen abdomen-nr" "yes-abnormal haircoat-nr, yes-morbidity-nr, yes-irregular respiration-nr" "yes-na" "no" "no" "yes" "no" "no" "no"
"176" "Study 42" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral" "dog" 13 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"177" "Study 42" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral" "dog" 13 "12.5" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "nono" "no" "no" "no" "no" "no" "no"
"178" "Study 42" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral" "dog" 13 "25" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "yes-vomitus-r" "no" "no" "no" "no" "no" "no" "no" "no"
"179" "Study 42" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral" "dog" 13 "50" "NA" "day" "NA" "yes" "both" "no" "yes-slight-decrease-r" "yes-decrease-r" "no" "no" "yes-vomitus-r, yes-salivation-r" "no" "yes-r" "no" "no" "no" "no" "no" "no"
"180" "Study 43" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral" "dog" 4 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"181" "Study 43" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral" "dog" 4 "25" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "yes-vomitus-na" "no" "yes-r" "no" "no" "no" "no" "no" "no"
"182" "Study 43" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral" "dog" 4 "50" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "yes-vomitus-na,yes-excessive salivation-na" "no" "yes-r" "no" "no" "yes" "yes-increase-na" "liver" "no"
"183" "Study 43" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral" "dog" 4 "100/75" "NA" "day" "1000 (adverse clinical signs)" "no" "NA" "yes" "yes-decrease-na" "no" "yes" "ayes-severe-convulsions-na, ayes-severe-abnormal gait-na, ayes-severe-abnormal behavior-na, ayes-severe-tremor-na, yes-hypoactivity-na" "yes-vomitus-na,yes-excessive salivation-na" "no" "yes-r" "no" "no" "yes" "yes-increase-na" "liver" "no"
"184" "Study 44" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral" "rat" 4 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"185" "Study 44" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral" "rat" 4 "30" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"186" "Study 44" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral" "rat" 4 "100" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"187" "Study 44" "Compound 9" "Cardiovascular and Metabolism" "sm" "oral" "rat" 4 "300" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "yes" "yes-increase-r, yes-increase-r" "liver,kidney" "no"
"188" "Study 45" "Compound 10" "Neuroscience" "sm" "oral" "dog" 39 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"189" "Study 45" "Compound 10" "Neuroscience" "sm" "oral" "dog" 39 "30" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"190" "Study 45" "Compound 10" "Neuroscience" "sm" "oral" "dog" 39 "100" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"191" "Study 45" "Compound 10" "Neuroscience" "sm" "oral" "dog" 39 "300" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "yes-white discolouration of feces-r" "no" "no" "no" "no" "no" "no" "no" "no"
"192" "Study 45" "Compound 10" "Neuroscience" "sm" "oral" "dog" 26 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"193" "Study 45" "Compound 10" "Neuroscience" "sm" "oral" "dog" 26 "300" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "yes-white discolouration of feces-r" "no" "no" "no" "no" "no" "no" "no" "no"
"194" "Study 45" "Compound 10" "Neuroscience" "sm" "oral" "dog" 13 "0" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"195" "Study 45" "Compound 10" "Neuroscience" "sm" "oral" "dog" 13 "30" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"196" "Study 45" "Compound 10" "Neuroscience" "sm" "oral" "dog" 13 "100" "NA" "day" "NA" "no" "NA" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"197" "Study 45" "Compound 10" "Neuroscience" "sm" "oral" "dog" 13 "300" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "yes-white discolouration of feces-r" "no" "no" "no" "no" "no" "no" "no" "no"
"198" "Study 46" "Compound 10" "Neuroscience" "sm" "oral gavage" "rat" 26 "0" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
"199" "Study 46" "Compound 10" "Neuroscience" "sm" "oral gavage" "rat" 26 "50" "NA" "day" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "no" "ayes-r" "no" "no" "yes" "no" "no" "no"
"200" "Study 46" "Compound 10" "Neuroscience" "sm" "oral gavage" "rat" 26 "150" "NA" "day" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "no" "ayes-r" "no" "no" "yes" "yes-increase-r, yes-increase-r" "spleen, liver" "no"
"201" "Study 46" "Compound 10" "Neuroscience" "sm" "oral gavage" "rat" 26 "500" "NA" "day" "NA" "no" "NA" "yes" "no" "no" "no" "no" "no" "no" "ayes-r" "no" "no" "yes" "yes-increase-r" "liver" "no"
"202" "Study 46" "Compound 10" "Neuroscience" "sm" "oral gavage" "rat" 13 "0" "NA" "day" "NA" "yes" "both" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no" "no"
